Entry_ID,Source_ID,Type,Event_Date,Event_Type,Location_Depart_From,Location_Memo,Location_Arrive_To,Vessel_Name,Vessel_Type,Vessel_Additional_Description,Freight,Merchant_From_(By),Merchant_To,ADDITIONAL NOTES
A00007590,DailyDisp_18570905,Marine,1857-09-04,Arrival,NY-NewYork,,VA-Richmond,Highlander,Schooner,Mayo,guano,,EgglestonFitzgeraldCo,"also carried guano to Hunt & Bro., and to William T. Staples & Co."
A00007591,DailyDisp_18570905,Marine,1857-09-04,Arrival,VA-JamesRiver,,VA-Richmond,Mary Eliza,Schooner,,wheat,,WallerL,
A00007592,DailyDisp_18570905,Marine,1857-09-04,Arrival,VA-YorkRiver,,VA-Richmond,J. Smith,Schooner,Cruser,wheat,,WarwickBarksdale,
A00007593,DailyDisp_18570905,Marine,1857-09-04,Arrival,NY-NewYork,,VA-Richmond,San Jacinto,Schooner,Chamberlain,guano,,WorthamE,also carried guano to S. McGruder's Sons
A00007594,DailyDisp_18570905,Marine,1857-09-04,Arrival,NY-NewYork,,VA-Richmond,Rebecca,Barque,Stores,guano,,CrenshawCo,
A00007595,DailyDisp_18570905,Marine,1857-09-04,Arrival,NC,,VA-Richmond,Joseph Halsey,Schooner,Stowe,shingles,,WombleClaiborne,
A00007596,DailyDisp_18570905,Marine,1857-09-04,Arrival,NC,,VA-Richmond,C. Carroll,Schooner,Vastright,shingles,,WombleClaiborne,
A00007597,DailyDisp_18570905,Marine,1857-09-04,Arrival,NY-NewYork,,VA-Richmond,Henrico,Schooner,Whipple,merchandise,,CurrieD&W,
A00007598,DailyDisp_18570905,Marine,1857-09-04,Arrival,MD-Baltimore,,VA-Richmond,Belvidere,Steamer,Keen,merchandise,,LudlamWatson,
A00007599,DailyDisp_18570905,Marine,1857-09-04,Departure,VA-Richmond,,NY-NewYork,Gallego,Schooner,Smith,merchandise,CurrieD&W,,
A00007600,DailyDisp_18570905,Marine,1857-09-04,Departure,VA-Richmond,,DC-Washington,William Severe,Schooner,Brooks,coal,ColquittWD,,"via Port Walthall, to load for Washington, D.C."
A00007601,DailyDisp_18570905,Marine,1857-09-04,Departure,VA-Richmond,,DC-Washington,James Steele,Schooner,Bayley,coal,ColquittWD,,"via Port Walthall, to load for Washington, D.C."
A00007602,DailyDisp_18570905,Marine,1857-09-04,Departure,VA-Richmond,,,Planet Mars,Schooner,Geoghegan,,,,"down river, light"
A00007603,DailyDisp_18570905,Marine,1857-09-04,Departure,VA-Richmond,,,Frances,Schooner,French,,,,"down river, light"
A00007604,DailyDisp_18570905,Marine,1857-09-04,Departure,VA-Richmond,,,James Stewart,Schooner,Stewart,,,,"down river, light"
A00007605,DailyDisp_18570905,Marine,1857-09-02,Memoranda,NY-NewYork,NY-NewYork,VA-Richmond,C. Jayne,Schooner,Tyler,,,,
A00007606,DailyDisp_18570905,Marine,1857-09-02,Memoranda,NY-NewYork,NY-NewYork,VA-Richmond,Manchester,Schooner,Chichester,,,,
A00007607,DailyDisp_18570905,Marine,1857-09-02,Memoranda,NY-NewYork,NY-NewYork,VA-CityPoint,Bergen,Schooner,Magee,,,,
A00007608,DailyDisp_18570905,Marine,1857-09-03,Memoranda,NY-NewYork,NY-NewYork,VA-Richmond,Mary Wilkins,Schooner,Nickerson,,,,
A00007609,DailyDisp_18570905,Marine,1857-08-16,Memoranda,VA-Richmond,Off the Wight,Bremen,Auguste,Ship,Erichs,,,,
A00007610,DailyDisp_18570905,Marine,1857-08-19,Memoranda,EN-Liverpool,EN-Liverpool,VA-CityPoint,Almode,Ship,Crocker,,,,
A00007611,DailyDisp_18570905,Marine,1857-08-19,Memoranda,EN-Liverpool,EN-Liverpool,NC-Wilmington,Vesta,Ship,Kevan,,,,
A00007612,DailyDisp_18570905,Marine,1857-09-01,Memoranda,VA-Richmond,MA-Boston,MA-Boston,Jonathan Bell,Schooner,,,,,
A00007613,DailyDisp_18570905,Marine,1857-09-01,Memoranda,VA-Richmond,MA-Boston,MA-Boston,S. K. Allen,Schooner,,,,,
A00007614,DailyDisp_18570905,Marine,1857-09-03,Memoranda,VA-CityPoint,MD-Baltimore,MD-Baltimore,Annandale,Schooner,Hewes,,,,
A00007615,DailyDisp_18570905,Marine,1857-09-03,Memoranda,MD-Baltimore,MD-Baltimore,VA-Richmond,Hurricane Bird,Brig,Dupel,,,,
A00007616,DailyDisp_18570911,Marine,1857-09-10,Arrival,Potomac River,,VA-Richmond,Ben Vandever,Schooner,King,gravel,,,
A00007617,DailyDisp_18570911,Marine,1857-09-10,Arrival,Rockland,,VA-Richmond,Josiah Achorn,Schooner,Merrill,lime,,LibbyLuther,
A00007618,DailyDisp_18570911,Marine,1857-09-10,Arrival,MA-Boston,,VA-Richmond,Helen,Schooner,Long,merchandise,,CurrieD&W,
A00007619,DailyDisp_18570911,Marine,1857-09-10,Arrival,NY-NewYork,,VA-Richmond,Squire & Brothers,Schooner,Watson,hay,,WhitlockSon,
A00007620,DailyDisp_18570911,Marine,1857-09-10,Arrival,NY-NewYork,,VA-Richmond,Mary Wilkins,Brig,Nickerson,guano,,LeeAS,also carried guano to E. H. Skinker & Co.
A00007621,DailyDisp_18570911,Marine,1857-09-10,Arrival,NY-Albany,,VA-Richmond,William B. Jenkins,Schooner,Peterson,lumber,,WhitlockSon,
A00007622,DailyDisp_18570911,Marine,1857-09-10,Arrival,NY-NewYork,,VA-Richmond,John Forsyth,Schooner,Harriss,guano,,BaconBaskervill,
A00007623,DailyDisp_18570911,Marine,1857-09-10,Arrival,VA-YorkRiver,,VA-Richmond,Chericoke,Schooner,Shelly,wheat,,,
A00007624,DailyDisp_18570911,Marine,1857-09-10,Arrival,Potomac River,,VA-Richmond,Mary Jane,Schooner,Gray,,,MaconEC,
A00007625,DailyDisp_18570911,Marine,1857-09-10,Departure,VA-Richmond,,VA-CityPoint,Parthian,Barque,Hutchens,,,,to finish loading for Rio
A00007626,DailyDisp_18570911,Marine,1857-09-10,Departure,VA-Richmond,,MD-Baltimore,William Mallory,Schooner,Bunting,coal,TompkinsCo,,
A00007627,DailyDisp_18570911,Marine,1857-09-10,Departure,VA-Richmond,,Gosport Navy Yard,Portia,Schooner,Aaron,merchandise,ColquittWD,,
A00007628,DailyDisp_18570911,Marine,1857-09-10,Departure,VA-Richmond,,,Brunett,Schooner,McNemar,,,,"down the river, light"
A00007629,DailyDisp_18570911,Marine,1857-09-10,Departure,VA-Richmond,,MD-Baltimore,William Speare,Schooner,Jones,coal,,,via Port Walthall
A00007630,DailyDisp_18570911,Marine,1857-09-10,Departure,VA-Richmond,,PA-Philly,Pennsylvania,Steamer,Teal,merchandise,TuttleHC,,also carried passengers
A00007631,DailyDisp_18570911,Marine,1857-09-10,Departure,VA-Richmond,,,Clairmount,Schooner,Johnson,,,,"down the river, light"
A00007632,DailyDisp_18570911,Marine,1857-07-21,Memoranda,,BR-RioJaneiro,,Fame,Barque,Kennedy,,,,
A00007633,DailyDisp_18570911,Marine,1857-09-08,Memoranda,NY-NewYork,NY-NewYork,VA-Richmond,Monte Christo,Schooner,Stoddard,,,,
A00007634,DailyDisp_18570911,Marine,1857-09-08,Memoranda,NY-NewYork,NY-NewYork,VA-CityPoint,Samuel E. Jayne,Schooner,Jayne,,,,
A00007635,DailyDisp_18570911,Marine,1857-09-09,Memoranda,NY-NewYork,NY-NewYork,VA-Richmond,W. C. Leggett,Schooner,Gibson,,,,
A00007636,DailyDisp_18570911,Marine,1857-09-09,Memoranda,PA-Philly,PA-Philly,Old Point Comfort,Stag,Schooner,Townsend,,,,
A00007637,DailyDisp_18570918,Marine,1857-09-17,Arrival,NY-NewYork,,VA-Richmond,Monte Christo,Schooner,Stoddard,guano,,,
A00007638,DailyDisp_18570918,Marine,1857-09-17,Departure,VA-Richmond,,,Planet Mars,Schooner,Geoghegan,,,,"down the river, light"
A00007639,DailyDisp_18570918,Marine,1857-09-17,Departure,VA-Richmond,,,Brandywine,Schooner,Curris,,,,"down the river, light"
A00007640,DailyDisp_18570918,Marine,1857-09-17,Departure,VA-Richmond,,VA-ChickahominyRiver,William W. Griffin,Schooner,Snipes,,,,in ballast
A00007641,DailyDisp_18570918,Marine,1857-09-17,Departure,VA-Richmond,,,Norfolk,Steamer,,,,,"The steamer Norfolk being reported as arrived in Wednesday's paper, was unintentional on my part, having omited to erase it from the marine list before going to press.         F. W. Lewis, Marine Reporter"
A00007642,DailyDisp_18570918,Marine,1857-09-16,Memoranda,,NC-Wilmington,,New Republic,Schooner,"Davis, G. W.",,,,"WILMINGTON, N.C., Sept. 16 -- G. W. Davis, Esq., consignee of schr. New Republic, (before reported ashore near New Topsail Inlet,) returned to town last night, and reports that on yesterday about two-thirds of the cargo was taken out, the larger portion of which is in good condition; and was carried over the beach to two small vessels inside, which will be brought to town without delay. More force had been sent to the wreck, and it is supposed that the balance will be gotten out to-day in a damaged state. -- Vessel a total loss."
A00007643,DailyDisp_18570918,Marine,1857-09-16,Memoranda,,NC-Wilmington,,Emily Ward,Schooner,,,,,"WILMINGTON, N.C., Sept. 16 --   […] Further advices from schrs. Emily Ward and Abdel Kader report both as being total loss; a portion of the cargo of latter vessel has been saved."
A00007644,DailyDisp_18570918,Marine,1857-09-16,Memoranda,,NC-Wilmington,,Abdel Kader,#N/A,,,,,"WILMINGTON, N.C., Sept. 16 --   […] Further advices from schrs. Emily Ward and Abdel Kader report both as being total loss; a portion of the cargo of latter vessel has been saved."
A00007645,DailyDisp_18570918,Marine,1857-09-16,Memoranda,VA-Richmond,VA-Norfolk,VA-Norfolk,Adrian,Schooner,Aaron,coal,,,
A00007646,DailyDisp_18570918,Marine,1857-09-16,Memoranda,VA-Petersburg,VA-Norfolk,VA-Norfolk,D. P. Shentfelder,Steamer,Bate,staves,,,
A00007647,DailyDisp_18570918,Marine,1857-09-16,Memoranda,NJ-JerseyCity,VA-Norfolk,VA-Norfolk,C. P. Williams,Schooner,Woodmany,,,,"schr. C. P. Williams, Woodmancy, of and from Jersey City, bound to York River, in ballast -- in the late gale off Hog Island, lost fore sail -- in Chesapeake Bay lost main mast, jibboon, fore top mast and boat, put in, to Davis & Womble. One vessel ashore at East River, and three at Lynhaven Bay."
A00007648,DailyDisp_18570928,Marine,1857-09-26,Arrival,MA-Boston,,VA-Richmond,S. R. Allen,Schooner,Barker,merchandise,,CurrieD&W,
A00007649,DailyDisp_18570928,Marine,1857-09-26,Arrival,MD-Baltimore,,VA-Richmond,Three Sisters,Schooner,North,boilers,,Midlothian Coal Company,
A00007650,DailyDisp_18570928,Marine,1857-09-26,Arrival,MD-Baltimore,,VA-Richmond,Edwin,Schooner,Creighton,merchandise,,ColquittWD,
A00007651,DailyDisp_18570928,Marine,1857-09-26,Arrival,NY-NewYork,,VA-Richmond,John B. Myers,Schooner,Hobbs,merchandise,,CurrieD&W,
A00007652,DailyDisp_18570928,Marine,1857-09-26,Arrival,MD-Baltimore,,VA-Richmond,Ellen Goldsborough,Schooner,Holmes,pig iron,,TriplettWS,
A00007653,DailyDisp_18570928,Marine,1857-09-26,Arrival,NY-NewYork,,VA-Richmond,Sarah Parker,Schooner,Rogers,guano,,CrenshawCo,also carried guanot to McGruder's Sons
A00007654,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,MD-Baltimore,Belvidere,Steamer,Keen,merchandise,LudlamWatson,,
A00007655,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,AL-Mobile,Monte Christo,Schooner,Stoddart,merchandise,ColquittWD,,
A00007656,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,SC-Charleston,Cerito,Schooner,Crowell,merchandise,ColquittWD,,
A00007657,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,NY-NewYork,E. Tuttle,Schooner,Jarvis,wheat,BranchCo,,
A00007658,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,VA-Williamsburg,W. J. Doyle,Schooner,Glassham,merchandise,,,
A00007659,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,NY-NewYork,West Wind,Schooner,Seaman,merchandise,CurrieD&W,,
A00007660,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,NY-NewYork,Racer,Schooner,Pierce,flour,WarwickBarksdale,,
A00007661,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,VA-HamptonRoads,Baltimore,Schooner,Phillips,tobacco,,,to ship Helvetia
A00007662,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,PA-Philly,Lady Ellen,Schooner,,merchandise,,,
A00007663,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,NY-NewYork,Henrietta Smith,Schooner,Reveland,flour,HaxallCo,,
A00007664,DailyDisp_18570928,Marine,1857-09-26,Departure,VA-Richmond,,Buenos Ayres,Mary Wilkins,Brig,,flour,SmithWH,,
A00007665,DailyDisp_18570928,Marine,1857-09-24,Memoranda,NY-NewYork,NY-NewYork,VA-Richmond,Black Bird,Schooner,Weaver,,,,
A00007666,DailyDisp_18570928,Marine,1857-09-24,Memoranda,VA-CityPoint,NY-NewYork,NY-NewYork,Rebecca,Schooner,Woglam,,,,"8 days, had heavy weather"
A00007667,DailyDisp_18570928,Marine,1857-09-24,Memoranda,NC-ElizabethCity,NY-NewYork,NY-NewYork,Bess,Schooner,Dillett,,,,
A00007668,DailyDisp_18570928,Marine,1857-09-24,Memoranda,VA-Petersburg,NY-NewYork,NY-NewYork,Ed. Wood,Schooner,Passwater,,,,
A00007669,DailyDisp_18570928,Marine,1857-09-16,Memoranda,ME-Calais,ME-Calais,VA-Richmond,Dashaway,Schooner,Clarke,,,,
A00007670,DailyDisp_18570928,Marine,1857-09-17,Memoranda,VA-CityPoint,"Lat. 36.40, Lon. 73.30",EN-Liverpool,Sylvia,Ship,Swasey,,,,
A00007671,DailyDisp_18570928,Marine,1857-09-25,Memoranda,NY-NewYork,NY-NewYork,NC-Wilmington,Oregon,Schooner,Krause,,,,
A00007672,DailyDisp_18570928,Marine,1857-09-25,Memoranda,NY-NewYork,NY-NewYork,NC-Beaufort,B. F. Reeves,Schooner,Shaw,,,,
A00007673,DailyDisp_18570928,Marine,1857-09-25,Memoranda,NY-NewYork,NY-NewYork,VA-CityPoint,Mary C. Hopkins,Schooner,Malsbury,,,,
A00007674,DailyDisp_18571001,Marine,1857-09-30,Arrival,NY-Albany,,VA-Richmond,Robert P. King,Schooner,Leeds,lumber,,RaglandBro,
A00007675,DailyDisp_18571001,Marine,1857-09-30,Arrival,Rockland,,VA-Richmond,Louisa Dyer,Schooner,Haskill,ice,,,via City Point
A00007676,DailyDisp_18571001,Marine,1857-09-30,Arrival,PA-Philly,,VA-Richmond,Amelia,Schooner,Rockhill,coal,,MarrisEchols,
A00007677,DailyDisp_18571001,Marine,1857-09-30,Arrival,,,VA-Richmond,William Severe,Schooner,Brooks,guano,,WebbLN,also carried fish to James Winston
A00007678,DailyDisp_18571001,Marine,1857-09-30,Departure,VA-Richmond,,PA-Philly,Pennsylvania,Steamer,Teal,merchandise,TuttleHC,,also carried passengers
A00007679,DailyDisp_18571001,Marine,1857-09-30,Departure,VA-Richmond,,Pernambuco,Breeze,Brig,Outerbridge,flour,DunlopMoncureCo,,
A00007680,DailyDisp_18571001,Marine,1857-09-30,Departure,VA-Richmond,,DC-Washington,May,Schooner,Armstrong,coal,,,via Port Walthall
A00007681,DailyDisp_18571001,Marine,1857-09-30,Departure,VA-Richmond,,,John B. Myers,Schooner,Hobbs,,,,"down the river, light"
A00007682,DailyDisp_18571001,Marine,1857-09-30,Departure,VA-Richmond,,MA-Boston,Charlotte,Schooner,Williams,merchandise,ColquittWD,,
A00007683,DailyDisp_18571005,Marine,1857-10-03,Arrival,NY-NewYork,,VA-Richmond,Anna Smith,Schooner,Smith,guano,,FryHW,also carried guano to McGruder's Sons
A00007684,DailyDisp_18571005,Marine,1857-10-03,Arrival,DE-Wilmington,,VA-Richmond,Charm,Schooner,Star,powder,,WorthamE,
A00007685,DailyDisp_18571005,Marine,1857-10-03,Arrival,VA-Smithfield,,VA-Richmond,Two Williams,Schooner,Smith,merchandise,,SeldenMiller,
A00007686,DailyDisp_18571005,Marine,1857-10-03,Arrival,Lubec,,VA-Richmond,Emily Fowler,Schooner,Willard,plaster,,DavenportI&GB,
A00007687,DailyDisp_18571005,Marine,1857-10-03,Arrival,NY-NewYork,,VA-Richmond,Agnest,Barque,Harford,salt,,RaglandBro,also carried hay to Whitlock & Son
A00007688,DailyDisp_18571005,Marine,1857-10-03,Arrival,PA-Philly,,VA-Richmond,City of Richmond,Steamer,Mitchell,merchandise,,TuttleHE,also carried passengers
A00007689,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,MD-Baltimore,Belvidere,Steamer,Keen,molasses,LudlamWatson,,
A00007690,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,PA-Philly,Jane C. Doughty,Schooner,Murphy,merchandise,ColquittWD,,
A00007691,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,MD-Baltimore,Emma Jane,Schooner,Phillips,sugar,ColquittWD,,
A00007692,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,NY-NewYork,Amos Falkenburg,Schooner,Rogers,merchandise,CurrieD&W,,
A00007693,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,NY-NewYork,Sarah E. Parker,Schooner,Rogers,merchandise,CurrieD&W,,
A00007694,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,West Branch,Planet Mars,Schooner,Geoghegan,produce,HatcherWebster,,
A00007695,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,Halsborough,Robert P. King,Schooner,Leeds,merchandise,,,in ballast
A00007696,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,South America,Ella,Barque,Sparrow,flour,DunlopMoncureCo,,
A00007697,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,VA-Alex,Jonathan Cranmer,Schooner,,,,,in ballast
A00007698,DailyDisp_18571005,Marine,1857-10-03,Departure,VA-Richmond,,DC-Washington,Ellen Goldsborough,Schooner,Homes,coal,,,via Port Walthall
A00007699,DailyDisp_18571005,Marine,1857-10-01,Memoranda,VA-Richmond,NY-NewYork,NY-NewYork,Henrico,Schooner,Whipple,,,,
A00007700,DailyDisp_18571005,Marine,1857-10-01,Memoranda,VA-Richmond,NY-NewYork,NY-NewYork,Haxall,Schooner,Winter,,,,
A00007701,DailyDisp_18571005,Marine,1857-10-01,Memoranda,VA-Richmond,NY-NewYork,NY-NewYork,Van Name,Schooner,,,,,
A00007702,DailyDisp_18571005,Marine,1857-09-06,Memoranda,VA-Richmond,Venice,Venice,Henry Buck,Barque,Pendleton,,,,
A00007703,DailyDisp_18571005,Marine,1857-09-07,Memoranda,VA-Richmond,Venice,Venice,Erie,Barque,House,,,,
A00007704,DailyDisp_18571005,Marine,1857-10-03,Memoranda,MD-Baltimore,MD-Baltimore,VA-Richmond,Helen,Schooner,Phillips,,,,
A00007705,DailyDisp_18571005,Marine,1857-10-03,Memoranda,NY-NewYork,NY-NewYork,VA-Richmond,Lynchburg,Schooner,Harris,,,,
A00007706,DailyDisp_18571005,Marine,1857-10-03,Memoranda,VA-Richmond,NY-NewYork,NY-NewYork,Perine,Schooner,Jackson,,,,
A00007707,DailyDisp_18571005,Marine,1857-10-03,Memoranda,VA-Richmond,NY-NewYork,NY-NewYork,West Wind,Schooner,Seaman,flour,,PiersonCH,"schr. West Wind, Seaman, Richmond, 4 days, with flour to C. H. Pierson & Co., 1st inst., off Cape Henlopen, carried away maintopmast and head of foremast."
A00007708,DailyDisp_18571123,Marine,1857-11-21,Memoranda,PE-Chincha,VA-HamptonRoads,,Edwin Forrest,Ship,Crocker,guano,,,"NORFOLK, Nov. 21 -- Ship Edwin Forrest, Crocker, has arrived in Hampton Roads, 64 days from Chincha Islands, with guano."
A00007709,DailyDisp_18571126,Marine,1857-11-25,Arrival,Cuba-Staque,,VA-Richmond,Onward,Brig,Lasson,,,,in ballast
A00007710,DailyDisp_18571126,Marine,1857-11-25,Arrival,BR-RioJaneiro,,VA-Richmond,Sallie Magee,Barque,Clemments,coffee,,EdmondDavenport,
A00007711,DailyDisp_18571126,Marine,1857-11-25,Departure,VA-Richmond,,PA-Philly,City of Richmond,Steamer,Mitchell,merchandise,,,also carried passengers
A00007712,DailyDisp_18571126,Marine,1857-11-25,Departure,VA-Richmond,,NY-NewYork,Brothers,Schooner,Chamberlin,flour,DunlopMoncureCo,,
A00007713,DailyDisp_18571126,Marine,1857-11-25,Departure,VA-Richmond,,VA-Fredericksburg,E. C. Johnson,Schooner,Bartlette,,,,in ballast
A00007714,DailyDisp_18571126,Marine,1857-11-25,Departure,VA-Richmond,,,Mary Russell,Ship,Perkins,flour,PalmerClopton,,"Ship Mary Russell, Perkins, cargo 2000 bbls. Flour, 600 bales cotton, 563 hhds. Tobacco, by Palmer & Clopton"
A00007715,DailyDisp_18571126,Marine,1857-11-23,Memoranda,NY-NewYork,NY-NewYork,VA-CityPoint,Isle of Pines,Schooner,French,,,,
A00007716,DailyDisp_18571126,Marine,1857-11-23,Memoranda,VA-Richmond,NY-NewYork,NY-NewYork,J. H. Barnett,Schooner,Worth,,,,
A00007717,DailyDisp_18571126,Marine,1857-11-25,Memoranda,PE-Callao,VA-HamptonRoads,VA-HamptonRoads,Revenue,Ship,,guano,,,
A00007718,DailyDisp_18571126,Marine,1857-11-25,Memoranda,PE-Callao,VA-HamptonRoads,VA-HamptonRoads,Mary Goodel,Ship,,guano,,,
A00007719,DailyDisp_18571202,Marine,1857-12-01,Departure,VA-Richmond,,NY-NewYork,Jamestown,Steamship,Parrish,merchandise,LudlamWatson,,also carried passengers
A00007720,DailyDisp_18571202,Marine,1857-12-01,Departure,VA-Richmond,,MD-Baltimore,George Peabody,Steamer,Pritchett,merchandise,LudlamWatson,,
A00007721,DailyDisp_18571202,Marine,1857-12-01,Departure,VA-Richmond,,RI-Providence,John Jones,Schooner,Stevenson,feed,ColquittWD,,
A00007722,DailyDisp_18571202,Marine,1857-12-01,Departure,VA-Richmond,,Porto Rico,May Queen,Schooner,Jones,merchandise,DunlopMoncureCo,,
A00007723,DailyDisp_18571202,Marine,1857-11-28,Memoranda,VA-Richmond,MA-Boston,MA-Boston,Mercy Taylor,Schooner,Nickerson,,,,
A00007724,DailyDisp_18571202,Marine,1857-12-01,Memoranda,PE-Chincha,VA-HamptonRoads,NY-NewYork,Defender,Ship,Robinson,guano,,,"HAMPTON ROADS, Dec. 1.-- Arrived, ship Defender, Robinson, Chincha Islands, with guano, bound for New York."
A00007725,DailyDisp_18580109,Marine,1858-01-08,Memoranda,PE-Chincha,VA-HamptonRoads,VA-HamptonRoads,Charger,Clipper Ship,Hurd,guano,,,"HAMPTON ROADS, Jan. 8. -- Arrived, clipper ship Charger, Capt. Hurd, from Chincha Islands, with guano, for orders."
A00007726,DailyDisp_18580109,Marine,1858-01-08,Memoranda,NY-NewYork,VA-Norfolk,NC-NewBern,Susan F. Abbott,Schooner,Ludlam,railroad iron,,,"NORFOLK, Jan. 8.-- Schoone Susan F. Abbott, Ludlam, from New York for Newburne, N.C., with railroad iron, arrived here this evening, leaking badly."
A00007727,DailyDisp_18580116,Marine,1858-01-15,Memoranda,,VA-HamptonRoads,,Sunshine,Ship,Harriman,guano,,,
A00007728,DailyDisp_18580116,Marine,1857-12-16,Memoranda,EN-Liverpool,"Lat. 26.28 south, Lon. 27.40 west",Melbourne,Christopher,Ship,Hall,,,,
A00007729,DailyDisp_18580116,Marine,1857-12-17,Memoranda,,"Lat. 9 south, Lon. 32.40 west",,Prospero,Dutch Ship,,,,,
A00007730,DailyDisp_18580116,Marine,1857-12-30,Memoranda,Calcutta,"Lat. 20.11 north, Lon. 56.55 west",NY-NewYork,Syra,Ship,,,,,94 days out
A00007731,DailyDisp_18580116,Marine,1857-11-02,Memoranda,Madeira,Cape of Good Hope,Hong Kong,Germantown,U.S. Ship,Page,,,,"The U.S. ship Germantown, Commander Page, was at Cape of Good Hope, Nov. 2d, 51 days from Madeira. She would remain there 10 days, and then proceed to Hong-Kong."
A00007732,DailyDisp_18580211,Marine,1858-02-10,Arrival,NY-NewYork,,VA-Richmond,Bonito,Brig,Hatch,guano,,,also carried merchandise
A00007733,DailyDisp_18580211,Marine,1858-02-10,Arrival,MD-Baltimore,,VA-Richmond,Naiad,Schooner,Parker,pig iron,,,
A00007734,DailyDisp_18580211,Marine,1858-02-10,Arrival,Eastern Shore,,VA-Richmond,James W. L. Sturgis,Schooner,Scott,oats,,captain,
A00007735,DailyDisp_18580211,Marine,1858-02-10,Arrival,Eastern Shore,,VA-Richmond,Four Sisters,Schooner,Robinson,oats,,captain,
A00007736,DailyDisp_18580211,Marine,1858-02-10,Departure,VA-Richmond,,PA-Philly,Virginia,Steamer,Kelley,merchandise,TuttleHC,,also carried passengers
A00007737,DailyDisp_18580211,Marine,1858-02-09,Memoranda,MD-Baltimore,MD-Baltimore,VA-Richmond,Portia,Schooner,Creighton,,,,"Schr. Portia, Creighton, for Norfolk and Richmond, cleared at Baltimore, 9th instant."
A00007738,DailyDisp_18580211,Marine,1858-02-08,Memoranda,VA-Richmond,MA-Boston,MA-Boston,E. Nickerson,Schooner,,,,,
A00007739,DailyDisp_18580311,Marine,1858-03-10,Arrival,NY-NewYork,,VA-Richmond,Amos Falkenburg,Schooner,Rogers,guano,,BaconBaskervill,
A00007740,DailyDisp_18580311,Marine,1858-03-10,Arrival,Rockland,,VA-Richmond,Redington,Schooner,Clarke,ice,,WardwellB,
A00007741,DailyDisp_18580311,Marine,1858-03-10,Arrival,MA-Boston,,VA-Richmond,Mountain Avenue,Schooner,Greenfield,ice,,GriffinTaylor,
A00007742,DailyDisp_18580311,Marine,1858-03-10,Departure,VA-Richmond,,,Harrison Price,Schooner,Wooley,,,,"down the river, light"
A00007743,DailyDisp_18580311,Marine,1858-03-10,Departure,VA-Richmond,,,E. C. Frazer,Schooner,,,,,"down the river, light"
A00007744,DailyDisp_18580315,Marine,1858-03-13,Memoranda,LA-NewOrleans,VA-Norfolk,MD-Baltimore,Albert Mason,Schooner,Hallock,sugar,,,"NORFOLK, March 13.-- Schooner Albert Mason, Hallock, from New Orleans, bound to Baltimore, with a cargo of sugar, arrived here today, leaking rapidly, and having lost her foresail. She will discharge cargo and remain for repairs."
A00007745,DailyDisp_18580315,Marine,1858-03-13,Memoranda,PE-Callao,VA-HamptonRoads,,Versailles,Ship,Eldridge,guano,,,"HAMPTON ROADS, March 13.-- Arrived, ship Versailles, Eldridge, from Callao, with guano, for orders."
A00007746,DailyDisp_18580318,Marine,1858-03-17,Memoranda,PE-Callao,Willoughby's Point,VA-HamptonRoads,Star of Hope,Ship,,guano,,,"NORFOLK, March 17.-- Ship Star of Hope, from Callao, for Hampton Roads, guano, for orders, is ashore at Willoughby's Point. Assistance has been sent down from this city."
A00007747,DailyDisp_18580318,Marine,1858-03-17,Memoranda,Sembrera Islands,VA-HamptonRoads,,Crusoe,Barque,,guano,,,"Arrived at Hampton Roads, bark Crusoe, from Sembrera Islands, guano, for orders"
A00007748,DailyDisp_18580318,Marine,1858-03-09,Memoranda,VA-Norfolk,Cape Hattaras,Antigua,Joseph Fifield,Schooner,Almy,tobacco,,,"Schooner Joseph Fifield, Almy, which sailed from this port March 6th, for Antigua, laden with staves, tobacco and provisions, and was lost off Cape Hatteras on the 9th, was owned by Baker & Bro., and the cargo by Rogers & Langley, of Norfolk. Cargo insured in the North American office, Philadelphia. No insurance on the vessel. The captain and crew have arrived here."
