Entry_ID,Source_ID,Type,Event_Date,Event_Type,Location_Depart_From,Location_Memo,Location_Arrive_To,Vessel_Name,Vessel_Type,Vessel_Additional_Description,Freight,Merchant_From_(By),Merchant_To,ADDITIONAL NOTES
A00001922,AG_18530520,Canal,1853-05-19,Departure,VA-Alex,,MD-Cumb,J. L. W. Baker,Boat,,,CCIC,,
A00001923,AG_18530521,Marine,1853-05-20,Arrival,NY-NewYork,,VA-Alex,Panama,Schooner,Terry,,,CCIC,
A00001924,AG_18530521,Marine,1853-05-20,Arrival,NC-Washington,,VA-Alex,Osceola,Schooner,Smith,lumber,,Thomas-Dyer,also carried rosin to Thomas & Dyer
A00001925,AG_18530521,Marine,1853-05-20,Arrival,MD-Nanjemoy,,VA-Alex,William H. Harrison,Schooner,Mudock,wheat,,Perry-Son,
A00001926,AG_18530521,Marine,1853-05-20,Departure,VA-Alex,,MA-Fall River,M. C. Durfee,Schooner,James,coal,BordenMC,,
A00001927,AG_18530521,Marine,1853-05-20,Departure,VA-Alex,,NY-NewYork,William Loper,Schooner,Lake,coal,CCIC,,
A00001928,AG_18530521,Marine,1853-05-20,Departure,VA-Alex,,MA-Dighton,John Compton,Schooner,Marks,coal,CCIC,,
A00001929,AG_18530521,Marine,1853-05-16,Memoranda,,MA-Fall River,,Iram Smith,Schooner,Hall,,,,
A00001930,AG_18530521,Canal,1853-05-20,Departure,VA-Alex,,VA-Shepherdstown,Cock Robin,Boat,,groceries,McV-Chamb,,"Boat Cock Robin, groceries, &c., from McVeigh & Chamberlain, for Shepherdstown, Va., and Frostburg Md., and groceries for Cumberland, Md., from Wm. & Chas. Bayne"
A00001931,AG_18530521,Canal,1853-05-20,Departure,VA-Alex,,VA-Martinsburg,J. F. Wheatly,Boat,,groceries,McV-Chamb,,"Boat J. F. Wheatley, groceries, &c., from McVeigh & Chamberlain, and boots, shoes, &c., from Wells A. Harper & Co., for Martinsburg, Va."
A00001932,AG_18530521,Canal,1853-05-20,Departure,VA-Alex,,MD-Cumb,Charles Perry,Boat,,,BordenMC,,
A00001933,AG_18530521,Canal,1853-05-20,Departure,VA-Alex,,MD-Cumb,Juno,Boat,,,CCIC,,
A00001934,AG_18530521,Canal,1853-05-20,Departure,VA-Alex,,MD-Cumb,R. G. Violett,Boat,,,CCIC,,
A00001935,AG_18530523,Marine,1853-05-21,Arrival,MA-Boston,,VA-Alex,Martin Hoffman,Steamship,,,,CCIC,
A00001936,AG_18530523,Marine,1853-05-21,Departure,VA-Alex,,MA-Boston,Black Squall,Schooner,Aumack,coal,CCIC,,
A00001937,AG_18530523,Marine,1853-05-21,Departure,VA-Alex,,NY-NewYork,Pearl,Schooner,Wheeler,,CCIC,,
A00001938,AG_18530523,Marine,1853-05-21,Departure,VA-Alex,,NY-NewYork,J. B. & F. L.,Schooner,Brown,,CCIC,,
A00001939,AG_18530523,Marine,1853-05-21,Departure,VA-Alex,,MA-Boston,Flora,Schooner,Crosby,,Fowle,,
A00001940,AG_18530523,Marine,1853-05-21,Departure,VA-Alex,,NY-NewYork,E. Patterson,Schooner,Williams,coal,FrostburgCC,,
A00001941,AG_18530523,Marine,1853-05-21,Departure,VA-Alex,,NY-NewYork,Empire,Schooner,Smith,coal,FrostburgCC,,
A00001942,AG_18530523,Marine,1853-05-21,Departure,VA-Alex,,NY-NewYork,Charles Whiting,Schooner,Inman,coal,FrostburgCC,,
A00001943,AG_18530523,Marine,1853-05-19,Memoranda,MA-Boston,MA-Boston,VA-Alex,Ann Elizabeth,Brig,Eldridge,,,,
A00001944,AG_18530523,Marine,1853-05-15,Memoranda,,ME-Eastport,,Maria White,Brig,Crosby,,,,
A00001945,AG_18530523,Marine,1853-05-16,Memoranda,,ME-Eastport,,Nora,Brig,Jordan,,,,
A00001946,AG_18530523,Marine,1853-05-18,Memoranda,,MA-Boston,,H. E. Parker,Schooner,Race,,,,
A00001947,AG_18530523,Marine,1853-05-19,Memoranda,PA-Philly,PA-Philly,VA-Alex,Sarah Amelia,Schooner,Passapae,,,,
A00001948,AG_18530523,Canal,1853-05-21,Arrival,MD-Cumb,,VA-Alex,Sarah Louise,Boat,,coal,,FrostburgCC,
A00001949,AG_18530523,Canal,1853-05-21,Arrival,MD-Cumb,,VA-Alex,Ellen Bell,Boat,,coal,,FrostburgCC,
A00001950,AG_18530523,Canal,1853-05-21,Arrival,MD-Cumb,,VA-Alex,J. H. Davis,Boat,,coal,,AlleghanyMC,
A00001951,AG_18530523,Canal,1853-05-21,Departure,VA-Alex,,VA-Leesburg,John P. Smart,Boat,,groceries,Bayne,,"Boat John P. Smart, groceries for Leesburg, and Mount Gilead, Loudoun County, from W. & C. Bayne"
A00001952,AG_18530523,Canal,1853-05-21,Departure,VA-Alex,,MD-Cumb,William J. Boothe,Boat,,,AlleghanyMC,,
A00001953,AG_18530523,Canal,1853-05-21,Departure,VA-Alex,,MD-Cumb,Sarah Louise,Boat,,,FrostburgCC,,
A00001954,DailyDisp_18530524,Marine,1853-05-23,Arrival,MA-Boston,,VA-Richmond,Thomas Ireland,Schooner,Summers,ice,,Griffin-Taylor,
A00001955,DailyDisp_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Richmond,Gipsey,Schooner,Bunnell,hay,,DownyM,"hay to Mark Downey & Edmond, Davenport & Co."
A00001956,DailyDisp_18530524,Marine,1853-05-23,Arrival,VA-Lower Brandon,,VA-Richmond,Granspy,Sloop,Larkin,corn,,WarwickBarksdale,
A00001957,DailyDisp_18530524,Marine,1853-05-23,Arrival,VA-Curls Neck,,VA-Richmond,Francis Ann,Schooner,Rain,corn,,SternsBrumell,
A00001958,DailyDisp_18530524,Marine,1853-05-23,Arrival,PR-SanJuan,,VA-Richmond,Eliza Jane,Schooner,Barnard,sugar,,BaconBaskervill,also carried molasses to Bacon & Baskervill
A00001959,DailyDisp_18530524,Marine,1853-05-23,Arrival,NC,,VA-Richmond,Mary Ponder,Schooner,,merchandise,,WombleJ,
A00001960,DailyDisp_18530524,Marine,1853-05-23,Arrival,MD-Baltimore,,VA-Richmond,"J. Prince, Jr.",Schooner,Booz,lumber,,GunnJ,also to Belvin & Parker
A00001961,DailyDisp_18530524,Marine,1853-05-23,Arrival,MD-Baltimore,,VA-Richmond,Chas Kent,Schooner,North,guano,,HaySW,also carried lumber to Belvin & Parker
A00001962,DailyDisp_18530524,Marine,1853-05-23,Arrival,MD-Baltimore,,VA-Richmond,Miranda,Schooner,Jones,coal,,WrightJW,
A00001963,DailyDisp_18530524,Marine,1853-05-23,Arrival,VA-Norfolk,,VA-Richmond,Mary Adeline,Schooner,Powers,merchandise,,WombleJ,"also carried merchandise to Belvin & Parker, Hartsook & Stokes, Butler & Tinsley, and Shields & Somerville"
A00001964,DailyDisp_18530524,Marine,1853-05-23,Arrival,,,VA-Richmond,Benjamin Whitley,Schooner,Edens,merchandise,,WombleJ,"also carried merchandise to L. Webb & Son, James Winston, and Dean & Brown. "
A00001965,DailyDisp_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Richmond,Roanoke,Steamer,Cavendy,merchandise,,LudlamWats,
A00001966,DailyDisp_18530524,Marine,1853-05-23,Arrival,MD-Baltimore,,VA-Richmond,Pocahontas,Steamer,Jones,merchandise,,LudlamWats,
A00001967,DailyDisp_18530524,Marine,1853-05-23,Arrival,PA-Philly,,VA-Richmond,Pennsylvania,Steamer,Baymore,merchandise,,RankinR,
A00001968,DailyDisp_18530524,Marine,1853-05-23,Arrival,MD-Baltimore,,VA-Richmond,Truth,Schooner,Parkr,guano,,FryHW,
A00001969,DailyDisp_18530524,Marine,1853-05-23,Arrival,PR-SanJuan,,VA-Richmond,Eliza Jane,Schooner,Barnard,sugar,,BaconBaskervill,also carried molasses to Bacon & Baskervill
A00001970,DailyDisp_18530524,Marine,1853-05-23,Departure,VA-Richmond,,NY-NewYork,Merchant,Schooner,Couch,iron,,,"also carried flour, tobacco and bran"
A00001971,DailyDisp_18530524,Marine,1853-05-23,Departure,VA-Richmond,,MD-Baltimore,Baltimore,Schooner,Philips,flour,,,also carried iron
A00001972,DailyDisp_18530524,Marine,1853-05-23,Departure,VA-Richmond,,NY-NewYork,Echo,Schooner,Lowden,coal,,,
A00001973,DailyDisp_18530524,Marine,1853-05-23,Departure,VA-Richmond,,PA-Philly,Virginia,Steamer,Tal,iron,,,also carried tobacco
A00001974,DailyDisp_18530524,Marine,1853-05-23,Departure,VA-Richmond,,DC-Washington,Mary Jane,Schooner,Price,coal,,,
A00001975,DailyDisp_18530524,Marine,1853-05-23,Memoranda,MD-Baltimore,MD-Baltimore,VA-Petersburg,Triton,Schooner,,,,,
A00001976,DailyDisp_18530524,Marine,1853-05-23,Memoranda,MD-Baltimore,MD-Baltimore,VA-Petersburg,A. R. Wallace,Schooner,,,,,
A00001977,DailyDisp_18530524,Marine,1853-05-23,Memoranda,MD-Baltimore,MD-Baltimore,VA-Richmond,Hope,Schooner,,,,,
A00001978,AG_18530524,Marine,1853-05-23,Arrival,PA-Philly,,VA-Alex,Bulrush,Schooner,Cherry,,,CCIC,
A00001979,AG_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Alex,Caroline Hall,Schooner,Rogers,,,CCIC,
A00001980,AG_18530524,Marine,1853-05-23,Arrival,RI-Providence,,VA-Alex,Louisa Gray,Schooner,Sharp,,,AlleghanyMC,
A00001981,AG_18530524,Marine,1853-05-23,Arrival,RI-Providence,,VA-Alex,Eliza Townsnd,Schooner,Vanman,,,AlleghanyMC,
A00001982,AG_18530524,Marine,1853-05-23,Arrival,RI-Providence,,VA-Alex,Eli Townsend,Schooner,Willetts,,,AlleghanyMC,
A00001983,AG_18530524,Marine,1853-05-23,Arrival,MA-Dighton,,VA-Alex,Mary Anna,Schooner,Haley,,,BordenMC,
A00001984,AG_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Alex,Thomas Page,Schooner,Weaver,,,BordenMC,
A00001985,AG_18530524,Marine,1853-05-23,Arrival,MA-Fall River,,VA-Alex,Virginia,Schooner,Bennett,,,BordenMC,
A00001986,AG_18530524,Marine,1853-05-23,Arrival,PR-Mayaguez,,VA-Alex,Mary Emmeline,Schooner,,sugar,,Lam-Mck,also carried molasses to Lambert & McKenzie
A00001987,AG_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Alex,Anna D.,Schooner,Rose,,,Master,also carried freight for the district
A00001988,AG_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Alex,James T. Brtine,Schooner,Soper,,,PVCC,
A00001989,AG_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Alex,Washington,Schooner,Fowler,,,Shinn,also carried freight for the district
A00001990,AG_18530524,Marine,1853-05-23,Arrival,PA-Philly,,VA-Alex,Ann Pickerell,Schooner,Dukes,,,Shinn,also carried freight for the district
A00001991,AG_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Alex,Eliza Pharo,Schooner,Hanson,,,FrostburgCC,
A00001992,AG_18530524,Marine,1853-05-23,Arrival,NY-NewYork,,VA-Alex,Joseph Gust,Schooner,Conklin,,,FrostburgCC,
A00001993,AG_18530524,Marine,1853-05-23,Arrival,NC-Wilmington,,VA-Alex,L. O'Donnell,Schooner,Townsend,dressed flooring boards,,Thomas-Dyer,
A00001994,AG_18530524,Marine,1853-05-23,Arrival,MD-Baltimore,,VA-Alex,Columbia,Steamer,Harper,,,Wheat-Bros,
A00001995,AG_18530524,Marine,1853-05-20,Memoranda,,NY-NewYork,,Arctic,Schooner,Wilson,,,,
A00001996,AG_18530524,Marine,1853-05-21,Memoranda,,NY-NewYork,,Mary Harvey,Schooner,Ingersoil,,,,
A00001997,AG_18530524,Marine,1853-05-04,Memoranda,NC-Wilmington,NC-Wilmington,VA-Alex,David Carter,Schooner,Crowley,,,,
A00001998,AG_18530524,Canal,1853-05-23,Arrival,MD-Cumb,,VA-Alex,Oregon,Boat,,coal,,FrostburgCC,
A00001999,AG_18530524,Canal,1853-05-23,Departure,VA-Alex,,MD-Cumb,Oregon,Boat,,,FrostburgCC,,
A00002000,AG_18530524,Canal,1853-05-23,Departure,VA-Alex,,MD-Cumb,J. H. Davis,Boat,,,AlleghanyMC,,
A00002001,AG_18530525,Marine,1853-05-24,Arrival,CT-NewHaven,,VA-Alex,Julia Smith,Schooner,Farran,,,CCIC,
A00002002,AG_18530525,Marine,1853-05-24,Departure,VA-Alex,,NY-NewYork,Eliza Pharo,Schooner,Hanson,coal,FrostburgCC,,
A00002003,AG_18530525,Marine,1853-05-24,Departure,VA-Alex,,RI-Providence,Louisa Grey,Schooner,Sharp,coal,,AlleghanyMC,
A00002004,AG_18530525,Marine,1853-05-22,Memoranda,,MA-Boston,,Matanzas,Brig,Damerscove,,,,
A00002005,AG_18530525,Marine,1853-05-22,Memoranda,,MA-Boston,,Leni,Brig,,,,,
A00002006,AG_18530525,Marine,1853-05-22,Memoranda,,NY-NewYork,,J. L. White,Schooner,Corson,,,,
A00002007,AG_18530526,Marine,1853-05-25,Arrival,NY-NewYork,,VA-Alex,Monsoon,Schooner,Adains,,,CCIC,
A00002008,AG_18530526,Marine,1853-05-25,Arrival,RI-Providence,,VA-Alex,Gandey,Schooner,Townsend,,,CCIC,
A00002009,AG_18530526,Marine,1853-05-25,Arrival,NY-NewYork,,VA-Alex,Sea Witch,Schooner,,,,AlleghanyMC,
A00002010,AG_18530526,Marine,1853-05-25,Arrival,MD-Piscataway,,VA-Alex,Caroline,Schooner,Hatton,wheat,,Irw-J,
A00002011,AG_18530526,Marine,1853-05-25,Departure,VA-Alex,,RI-Providence,Mary Anna,Schooner,Haley,coal,BordenMC,,
A00002012,AG_18530526,Marine,1853-05-25,Departure,VA-Alex,,NJ-JerseyCity,Thomas Page,Schooner,Weaver,coal,BordenMC,,
A00002013,AG_18530526,Canal,1853-05-25,Departure,VA-Alex,,MD-Cumb,Annawan,Boat,,,BordenMC,,
A00002014,AG_18530526,Canal,1853-05-25,Departure,VA-Alex,,MD-Cumb,Anna Marion,Boat,,,BordenMC,,
A00002015,AG_18530526,Canal,1853-05-25,Departure,VA-Alex,,MD-Cumb,Pioneer,Boat,,,BordenMC,,
A00002016,AG_18530527,Marine,1853-05-26,Departure,VA-Alex,,MA-Fall River,Virginia,Schooner,Bennett,coal,BordenMC,,
A00002017,AG_18530527,Marine,1853-04-26,Memoranda,CA-SanFrancisco,PE-Callao,,General Washington,Ship,Lowe,,,,
A00002018,AG_18530528,Marine,1853-05-27,Departure,VA-Alex,,RI-Providence,Eli Townsend,Schooner,Vanman,coal,AlleghanyMC,,
A00002019,AG_18530528,Marine,1853-05-27,Departure,VA-Alex,,NY-NewYork,Joseph Gust,Schooner,Conklin,coal,FrostburgCC,,
A00002020,AG_18530528,Canal,1853-05-27,Arrival,MD-Cumb,,VA-Alex,General Cass,Boat,,coal,,FrostburgCC,
A00002021,AG_18530528,Canal,1853-05-27,Arrival,MD-Cumb,,VA-Alex,Charles Arthur,Boat,,coal,,FrostburgCC,
A00002022,AG_18530528,Canal,1853-05-27,Arrival,MD-Cumb,,VA-Alex,Isaac Motter,Boat,,coal,,AlleghanyMC,
A00002023,AG_18530528,Canal,1853-05-27,Arrival,MD-Cumb,,VA-Alex,Mt. Vernon,Boat,,coal,,AlleghanyMC,
A00002024,AG_18530528,Canal,1853-05-27,Departure,VA-Alex,,MD-Cumb,Isaac Motter,Boat,,,AlleghanyMC,,
A00002025,AG_18530530,Marine,1853-05-28,Arrival,MA-Boston,,VA-Alex,Freeman Rawdon,Steamship,Townsend,,,CCIC,
A00002026,AG_18530530,Marine,1853-05-28,Departure,VA-Alex,,MA-Cambridge,Bulrush,Schooner,Cherry,coal,CCIC,,
A00002027,AG_18530530,Marine,1853-05-28,Departure,VA-Alex,,NY-NewYork,Caroline Hall,Schooner,Rogers,coal,CCIC,,
A00002028,AG_18530530,Marine,1853-05-28,Departure,VA-Alex,,NY-NewYork,Monsoon,Schooner,Adams,coal,CCIC,,
A00002029,AG_18530530,Marine,1853-05-28,Departure,VA-Alex,,PA-Philly,John Thomas,Schooner,Elying,coal,Smith-DB,,
A00002030,AG_18530530,Marine,1853-05-28,Departure,VA-Alex,,NY-Albany,Sea Witch,Schooner,Hawkins,coal,AlleghanyMC,,
A00002031,AG_18530530,Marine,1853-05-28,Departure,VA-Alex,,MA-Boston,Martin Hoffman,Steamship,Small,coal,CCIC,,
A00002032,AG_18530530,Marine,1853-05-20,Memoranda,NS-Windsor,NS-Windsor,VA-Alex,Itaska,Brig,Langthorne,,,,
A00002033,AG_18530530,Marine,1853-05-21,Memoranda,NS-Windsor,NS-Windsor,VA-Alex,Iris,Br. Schooner,Michiner,,,,
A00002034,AG_18530530,Marine,1853-05-20,Memoranda,NS-Windsor,NS-Windsor,VA-Alex,Josephine,Br. Schooner,Fritz,,,,
A00002035,AG_18530530,Marine,1853-05-24,Memoranda,,MA-Fall River,,M. C. Durfee,Schooner,James,,,,
A00002036,AG_18530530,Marine,1853-05-24,Memoranda,,RI-Newport,,Iram Smith,Schooner,,,,,
A00002037,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,C. B. Tisdale,Boat,,coal,,BordenMC,
A00002038,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Eliza Wolf,Boat,,coal,,BordenMC,
A00002039,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Metacomet,Boat,,coal,,BordenMC,
A00002040,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Three Brothers,Boat,,coal,,BordenMC,
A00002041,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Denton Jacques,Boat,,coal,,BordenMC,
A00002042,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Sarah Ann,Boat,,coal,,BordenMC,
A00002043,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Massasoit,Boat,,coal,,FrostburgCC,
A00002044,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Delaware,Boat,,coal,,FrostburgCC,
A00002045,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Henry May,Boat,,coal,,FrostburgCC,
A00002046,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Cumberland,Boat,,coal,,FrostburgCC,
A00002047,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Star,Boat,,coal,,FrostburgCC,
A00002048,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Eldorado,Boat,,coal,,AlleghanyMC,
A00002049,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Augusta,Boat,,coal,,AlleghanyMC,
A00002050,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Ospray,Boat,,coal,,AlleghanyMC,
A00002051,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,Charles Williams,Boat,,coal,,AlleghanyMC,
A00002052,AG_18530530,Canal,1853-05-28,Arrival,MD-Cumb,,VA-Alex,[Thirteen unknown boats],Boat,,coal,,CCIC,
A00002053,AG_18530530,Canal,1853-05-28,Departure,VA-Alex,,MD-Cumb,Mount Vernon,Boat,,,AlleghanyMC,,
A00002054,AG_18530530,Canal,1853-05-28,Departure,VA-Alex,,MD-Cumb,C. B. Tisdale,Boat,,,BordenMC,,
A00002055,AG_18530530,Canal,1853-05-28,Departure,VA-Alex,,MD-Cumb,Eliza Wolf,Boat,,,BordenMC,,
A00002056,AG_18530530,Canal,1853-05-28,Departure,VA-Alex,,MD-Cumb,Charles Arthur,Boat,,,FrostburgCC,,also carried groceries by Wm. & Chas. Bayne
A00002057,AG_18530530,Canal,1853-05-28,Departure,VA-Alex,,MD-Cumb,General Cass,Boat,,,FrostburgCC,,also carried groceries by Wm. & Chas. Bayne
A00002058,AG_18530530,Canal,1853-05-28,Departure,VA-Alex,,MD-Cumb,[Four unknown boats],Boat,,,CCIC,,
A00002059,AG_18530531,Marine,1853-05-30,Arrival,NY-NewYork,,VA-Alex,John Gilliman,Schooner,Plum,,,CCIC,
A00002060,AG_18530531,Marine,1853-05-30,Arrival,MA-Boston,,VA-Alex,Black Squall,Schooner,Heddron,,,CCIC,
A00002061,AG_18530531,Marine,1853-05-30,Arrival,NY-NewYork,,VA-Alex,Commander-in-Chief,Schooner,Waglom,,,CCIC,
A00002062,AG_18530531,Marine,1853-05-30,Arrival,NY-NewYork,,VA-Alex,J. W. Pharo,Schooner,Tokely,,,FrostburgCC,
A00002063,AG_18530531,Marine,1853-05-30,Arrival,NY-NewYork,,VA-Alex,Trader,Schooner,Trader,,,CCIC,
A00002064,AG_18530531,Marine,1853-05-30,Arrival,MD-PortDeposit,,VA-Alex,Aid,Schooner,Riggin,lumber,,Waters-Zim,
A00002065,AG_18530531,Marine,1853-05-30,Arrival,MD-PortDeposit,,VA-Alex,John R. Samuels,Schooner,Caig,lumber,,Waters-Zim,
A00002066,AG_18530531,Marine,1853-05-30,Arrival,CT-Bridgeport,,VA-Alex,Sarah C. Eagle,Schooner,Starr,,,AlleghanyMC,
A00002067,AG_18530531,Marine,1853-05-30,Arrival,Delaware,,VA-Alex,Dignity,Schooner,Sherwood,lumber,,Shinn,
A00002068,AG_18530531,Marine,1853-05-30,Arrival,PA-Philly,,VA-Alex,Sarah Amelia,Schooner,Passapea,,,Shinn,
A00002069,AG_18530531,Marine,1853-05-30,Arrival,MD-Nanjemoy,,VA-Alex,Paramount,Schooner,,corn,,Shinn,
A00002070,AG_18530531,Marine,1853-05-30,Arrival,VA-BoydsHole,,VA-Alex,George Washington,Schooner,Jones,corn,,Shinn,
A00002071,AG_18530531,Marine,1853-05-30,Arrival,MD-Nanjemoy,,VA-Alex,William and John,Schooner,Skinner,wheat,,Shinn,
A00002072,AG_18530531,Marine,1853-05-30,Arrival,VA-Nomini,,VA-Alex,Virginia,Schooner,Weaver,corn,,Shinn,
A00002073,AG_18530531,Marine,1853-05-30,Arrival,VA-Nomini,,VA-Alex,Independence,Schooner,McGuire,corn,,Shinn,
A00002074,AG_18530531,Marine,1853-05-30,Arrival,MD-Baltimore,,VA-Alex,Columbia,Steamer,Harper,,,Wheat-Bros,also carried freight for the district
A00002075,AG_18530531,Marine,1853-05-30,Departure,VA-Alex,,MA-Boston,A. J. Horton,Schooner,Van Gilder,,How-Poor,,
A00002076,AG_18530531,Marine,1853-05-21,Memoranda,,NB-StJohn,,P. I. Nevius,Br. Brig,Boddie,,,,
A00002077,AG_18530531,Marine,1853-05-22,Memoranda,ME-Eastport,ME-Eastport,VA-Alex,Woodwell,Schooner,Pettingall,,,,
A00002078,AG_18530531,Marine,1853-05-24,Memoranda,MA-Wareham,MA-Wareham,VA-Alex,B. E. Sharp,Schooner,,,,,
A00002079,AG_18530531,Marine,1853-05-28,Memoranda,NY-NewYork,NY-NewYork,VA-Alex,Statesman,Schooner,Wicks,,,,
A00002080,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,Ann Caroline,Boat,,coal,,AlleghanyMC,
A00002081,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,Flystone,Boat,,coal,,AlleghanyMC,
A00002082,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,Hope,Boat,,coal,,AlleghanyMC,
A00002083,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,C. J. Porterfield,Boat,,coal,,AlleghanyMC,
A00002084,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,Cumberland,Boat,,coal,,FrostburgCC,
A00002085,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,Pacific,Boat,,coal,,FrostburgCC,
A00002086,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,Massasoit,Boat,,coal,,FrostburgCC,
A00002087,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,Otho Baker,Boat,,coal,,FrostburgCC,
A00002088,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,Mangum,Boat,,coal,,FrostburgCC,
A00002089,AG_18530531,Canal,1853-05-30,Arrival,MD-Cumb,,VA-Alex,T. Taylor,Boat,,coal,,FrostburgCC,
A00002090,AG_18530531,Canal,1853-05-30,Departure,VA-Alex,,MD-Cumb,Cumberland,Boat,,,FrostburgCC,,
A00002091,AG_18530531,Canal,1853-05-30,Departure,VA-Alex,,MD-Cumb,Henry May,Boat,,,FrostburgCC,,
A00002092,AG_18530531,Canal,1853-05-30,Departure,VA-Alex,,MD-Cumb,Eldorado,Boat,,,AlleghanyMC,,
A00002093,AG_18530531,Canal,1853-05-30,Departure,VA-Alex,,MD-Cumb,Augusta,Boat,,,AlleghanyMC,,
A00002094,AG_18530531,Canal,1853-05-30,Departure,VA-Alex,,,Mary Ann,Boat,,hardware,EngCast,,
A00002095,AG_18530601,Marine,1853-05-31,Arrival,NY-NewYork,,VA-Alex,Orienda,Schooner,Pinkham,,,AlleghanyMC,
A00002096,AG_18530601,Marine,1853-05-31,Arrival,VA-MattoxCreek,,VA-Alex,Cassandra,Schooner,Mothershead,corn,,Rob-Payne,
A00002097,AG_18530601,Marine,1853-05-31,Departure,VA-Alex,,CT-NewLondon,Orienda,Schooner,Pinkham,coal,AlleghanyMC,,
A00002098,AG_18530601,Canal,1853-05-31,Arrival,MD-Cumb,,VA-Alex,Ann Gillece,Boat,,coal,,BordenMC,
A00002099,AG_18530601,Canal,1853-05-31,Arrival,MD-Cumb,,VA-Alex,Albany,Boat,,coal,,BordenMC,
A00002100,AG_18530601,Canal,1853-05-31,Arrival,MD-Cumb,,VA-Alex,Canonicus,Boat,,coal,,BordenMC,
A00002101,AG_18530601,Canal,1853-05-31,Arrival,MD-Cumb,,VA-Alex,A. C. Greene,Boat,,coal,,BordenMC,
A00002102,AG_18530601,Canal,1853-05-31,Arrival,MD-Cumb,,VA-Alex,Helen Bruce,Boat,,coal,,BordenMC,
A00002103,AG_18530601,Canal,1853-05-31,Arrival,MD-Cumb,,VA-Alex,E. E. Voorhees,Boat,,coal,,BordenMC,
A00002104,AG_18530601,Canal,1853-05-31,Departure,VA-Alex,,MD-Cumb,Metacomet,Boat,,,BordenMC,,
A00002105,AG_18530601,Canal,1853-05-31,Departure,VA-Alex,,MD-Cumb,Three Brothers,Boat,,,BordenMC,,
A00002106,AG_18530601,Canal,1853-05-31,Departure,VA-Alex,,MD-Cumb,Ospray,Boat,,,AlleghanyMC,,
A00002107,AG_18530601,Canal,1853-05-31,Departure,VA-Alex,,MD-Cumb,C. T. Porterfield,Boat,,,AlleghanyMC,,
A00002108,DailyDisp_18530602,Marine,1853-06-01,Arrival,WL-Newport,,VA-Richmond,Harry Thomas,Br. Schooner,Bennett,railroad iron,,IsaacsWB,
A00002109,DailyDisp_18530602,Marine,1853-06-01,Arrival,VA-Williamsburg,,VA-Richmond,William & Alonzo,Schooner,Wilburn,wheat,,Captain,
A00002110,DailyDisp_18530602,Marine,1853-06-01,Arrival,NC-Wilmington,,VA-Richmond,William C. Williams,Schooner,Heath,lumber,,RichmondDanvilleRR,
A00002111,DailyDisp_18530602,Marine,1853-06-01,Arrival,,,VA-Richmond,Thomas Corner,Schooner,Booth,lumber,,Taliaferro,
A00002112,DailyDisp_18530602,Marine,1853-06-01,Arrival,LA-NewOrleans,,VA-Richmond,Samuel Rankin,Schooner,Brown,bacon,,CloptonBev,also carried whiskey to Bev Clopton
A00002113,DailyDisp_18530602,Marine,1853-06-01,Arrival,,,VA-Richmond,Francis Ann,Schooner,Kain,pine wood,,HaskinsLibby,
